course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Aled W Roberts,4:10pm,6:00pm,11773,Morningside,C1102-20211-030,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/13061,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-030/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,MW,20211COCI1102C030,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Karuna Mantena,6:10pm,8:00pm,11774,Morningside,C1102-20211-031,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-031/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,MW,20211COCI1102C031,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Mariana B Noe,6:10pm,8:00pm,11775,Morningside,C1102-20211-032,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-032/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,MW,20211COCI1102C032,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Jessica S Simon,8:10am,10:00am,11776,Morningside,C1102-20211-033,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-033/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C033,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Jenna A Schoen,8:10am,10:00am,11777,Morningside,C1102-20211-034,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-034/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C034,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Matthew Engelke,10:10am,12:00pm,11779,Morningside,C1102-20211-035,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/13686,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-035/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C035,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Charly J Coleman,10:10am,12:00pm,11780,Morningside,C1102-20211-036,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-036/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C036,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",,10:10am,12:00pm,11781,Morningside,C1102-20211-037,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-037/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C037,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Elaine Van Dalen,10:10am,12:00pm,11782,Morningside,C1102-20211-038,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-038/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C038,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Nicole A Callahan,10:10am,12:00pm,11783,Morningside,C1102-20211-039,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/13117,silver,11.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-039/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C039,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Leah V Aronowsky,10:10am,12:00pm,11785,Morningside,C1102-20211-041,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-041/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C041,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",,2:10pm,4:00pm,11789,Morningside,C1102-20211-042,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-042/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C042,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Turkuler Isiksel,2:10pm,4:00pm,11790,Morningside,C1102-20211-043,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/11343,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-043/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C043,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Matthew Hart,2:10pm,4:00pm,11791,Morningside,C1102-20211-044,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/10253,silver,5.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-044/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C044,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Carol Rovane,2:10pm,4:00pm,11792,Morningside,C1102-20211-045,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/968,,12.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-045/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C045,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Sophie J Schweiger,2:10pm,4:00pm,11793,Morningside,C1102-20211-046,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-046/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C046,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Noelle Turtur,2:10pm,4:00pm,11794,Morningside,C1102-20211-047,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-047/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C047,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Nicole A Callahan,2:10pm,4:00pm,11795,Morningside,C1102-20211-048,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/13117,silver,11.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-048/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C048,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Jessica S Simon,2:10pm,4:00pm,11796,Morningside,C1102-20211-049,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-049/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C049,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Larry Jackson,4:10pm,6:00pm,11797,Morningside,C1102-20211-050,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/13881,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-050/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C050,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Jeronimo Duarte Riascos,4:10pm,6:00pm,11798,Morningside,C1102-20211-051,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-051/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C051,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Conor M Cullen,4:10pm,6:00pm,11799,Morningside,C1102-20211-052,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-052/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C052,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Julie Crawford,4:10pm,6:00pm,11800,Morningside,C1102-20211-053,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/461,silver,20.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-053/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C053,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Matthew Heeney,4:10pm,6:00pm,11801,Morningside,C1102-20211-054,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-054/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C054,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Alexander D de la Paz,4:10pm,6:00pm,11802,Morningside,C1102-20211-055,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-055/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C055,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Jesse James,6:10pm,8:00pm,11803,Morningside,C1102-20211-056,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-056/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C056,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Neslihan Senocak,6:10pm,8:00pm,11804,Morningside,C1102-20211-057,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/3447,silver,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-057/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C057,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",Aled W Roberts,4:10pm,6:00pm,11805,Morningside,C1102-20211-060,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/13061,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-060/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,TR,20211COCI1102C060,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",,6:10pm,8:00pm,11806,Morningside,C1102-20211-062,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-062/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,MW,20211COCI1102C062,LECTURE
COCI CC1102,CONTEMP WESTRN CIVILIZATION II,"Taught by members of the Departments of Anthropology, Classics, English and Comparative Literature, French, German, History, Middle East and Asian Languages and Cultures, Philosophy, Political Science, Religion, Slavic Languages, and Sociology; and members of the Society of Fellows. A study in their historical context of major contributions to the intellectual traditions that underpin contemporary civilization. Emphasis is on the history of political, social, and philosophical thought. Students are expected to write at least three papers to complete two examinations, and to participate actively in class discussions.
",,8:10am,10:00am,11807,Morningside,C1102-20211-063,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/C1102-20211-063/,ONLINE ONLY,,"Columbia College
Engineering:Undergraduate",4,,MW,20211COCI1102C063,LECTURE
COCI GR8604,CONTEMP CIV: TEXTS & ISSUES,,Emmanuelle Saada,10:30am,12:15pm,11346,Morningside,G8604-20211-001,CONTEMP CIV: TEXTS & ISSU,Core (A&S)	,COCI,http://culpa.info/professors/3043,silver,13.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/G8604-20211-001/,ONLINE ONLY,,,3,,T,20211COCI8604G001,COLLOQUIA
COCI GS1102,CONTEMP WESTRN CIVILIZATION II,"A year-long course designed to introduce students to a wide range of issues of public significance by asking them to read closely texts in various traditions of argument with a focus on selected European traditions of moral, political, religious, and social thought. Readings in the Bible, the Qur’an, Plato, Aristotle, St. Augustine, Machiavelli, Descartes, Hobbes, Locke, Rousseau, Smith, Kant, Marx, Darwin, Nietzsche, DuBois, and Freud.
",Jason Z Resnikoff,2:10pm,4:00pm,11786,Morningside,F1102-20211-058,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/F1102-20211-058/,ONLINE ONLY,,General Studies,4,,MW,20211COCI1102F058,LECTURE
COCI GS1102,CONTEMP WESTRN CIVILIZATION II,"A year-long course designed to introduce students to a wide range of issues of public significance by asking them to read closely texts in various traditions of argument with a focus on selected European traditions of moral, political, religious, and social thought. Readings in the Bible, the Qur’an, Plato, Aristotle, St. Augustine, Machiavelli, Descartes, Hobbes, Locke, Rousseau, Smith, Kant, Marx, Darwin, Nietzsche, DuBois, and Freud.
",Ruairidh J Macleod,4:10pm,6:00pm,11787,Morningside,F1102-20211-059,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/F1102-20211-059/,ONLINE ONLY,,General Studies,4,,TR,20211COCI1102F059,LECTURE
COCI GS1102,CONTEMP WESTRN CIVILIZATION II,"A year-long course designed to introduce students to a wide range of issues of public significance by asking them to read closely texts in various traditions of argument with a focus on selected European traditions of moral, political, religious, and social thought. Readings in the Bible, the Qur’an, Plato, Aristotle, St. Augustine, Machiavelli, Descartes, Hobbes, Locke, Rousseau, Smith, Kant, Marx, Darwin, Nietzsche, DuBois, and Freud.
",Phillip R Polefrone,12:10pm,2:00pm,11788,Morningside,F1102-20211-061,CONTEMP WESTRN CIVILIZATI,Core (A&S)	,COCI,http://culpa.info/professors/13389,,3.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/COCI/F1102-20211-061/,ONLINE ONLY,,General Studies,4,,MW,20211COCI1102F061,LECTURE
COMM PS5020,STRATEGIC STORYTELLER,,Don Waisanen,8:10pm,10:00pm,10821,Morningside,K5020-20211-D01,,Strategic Communication,COMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COMM/K5020-20211-D01/,To be announced,,Professional Studies,3,,M,20211COMM5020KD01,LECTURE
COMM PS5080,THE REFLECTIVE LEADER,,Jesse L Scinto,,,13314,Morningside,K5080-20211-D01,,Strategic Communication,COMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COMM/K5080-20211-D01/,,,Professional Studies,3,,,20211COMM5080KD01,LECTURE
COMM PS5080,THE REFLECTIVE LEADER,,Cheryl Fenelle-Dixon,8:10am,10:00am,13316,Morningside,K5080-20211-D02,,Strategic Communication,COMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COMM/K5080-20211-D02/,ONLINE ONLY,,Professional Studies,3,,R,20211COMM5080KD02,LECTURE
COMM PS5080,THE REFLECTIVE LEADER,,Cheryl Fenelle-Dixon,8:10am,10:00am,13317,Morningside,K5080-20211-D03,THE REFLECTIVE LEADER - CEU,Strategic Communication,COMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COMM/K5080-20211-D03/,ONLINE ONLY,,Professional Studies,1.5,,R,20211COMM5080KD03,LECTURE
COMM PS5080,THE REFLECTIVE LEADER,,Cheryl Fenelle-Dixon,10:10am,12:00pm,13319,Morningside,K5080-20211-D04,,Strategic Communication,COMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COMM/K5080-20211-D04/,ONLINE ONLY,,Professional Studies,3,,R,20211COMM5080KD04,LECTURE
COMM PS5090,DIGITAL MEDIA & ANALYTICS,,Jamyn Edis,,,13637,Morningside,K5090-20211-D01,,Strategic Communication,COMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/COMM/K5090-20211-D01/,,,Professional Studies,3,,,20211COMM5090KD01,LECTURE
