course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACTU PS5843,GLOBAL CAPITAL MARKET & INVESTMENT,"This course will introduce students to major issues currently of concern to all investors. It can give you the skills to conduct a sophisticated assessment of current issues and debates covered by the popular media as well as more-specialized finance journals. These skills are essential for people who pursues a financial service career, especially in today’s rapidly evolving environment. The material presented in this course are both practical important and intellectually interesting.
  
This course is consistent with and relevant to Chartered Financial Analyst (CFA) curriculum. It covers all subjects in CFA test and most of problems are in the same format as the CFA examination questions. This course will also provide a foundation for further study in Financial Risk Management and Financial market related courses.

",,2:40pm,5:25pm,12268,Morningside,K5843-20243-001,GLOBAL CAPITAL MRKT & INVSTMNT,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5843-20243-001/,To be announced,In-Person,,3,,W,20243ACTU5843K001,LECTURE
ACTU PS5846,QUANTITATIVE RISK MANAGEMENT,"Risk Management becomes more and more important in the financial industry especially after the global financial crisis. Large financial institutions are facing high regulatory pressure from the government and public. In response to this pressure, risk management in the financial industry has been transformed dramatically over the past decade. Today, about 50 percent of the function’s staff are dedicated to risk-related operational processes such as credit administration, while 15 percent work in analytics. McKinsey research suggests that by 2025, these numbers will reach 25 and 40 percent, respectively.
  
This course is designed to provide students with a high-level overview of modern risk management. This is then followed by an in-depth examination of the techniques and management structures used to assess and control risk, including a detailed discussion on the implementation of Value-at-Risk, which is becoming the de facto standard for measuring risk across all the major classes: market, credit, liquidity and operational.
  
This course is consistent with and relevant to Financial Risk Manager (FRM) curriculum. It covers majority of FRM learning objectives in the test and it is deeper in the quantitative modelling and analysis.

",,10:10am,12:55pm,12269,Morningside,K5846-20243-001,QUANTITATIVE RISK MGMT,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5846-20243-001/,To be announced,In-Person,,3,,F,20243ACTU5846K001,LECTURE
ACTU PS5848,RISK MANAGEMENT IN P&C INSURANCE,"Insurance company risk management practices and requirements have evolved significantly over the last ten years, with the advances in regulation (e.g., Solvency II, NAIC ORSA) and rating agency oversight. This elective course is designed for individuals interested in moving into risk analysis roles within property and casualty (P&C) insurance, also known as general insurance. It provides a practical review of leading quantitative risk assessment and analysis practices at P&C insurance companies. The course will give you a sound understanding of quantitative risk analysis principles that will help you expand your influence in your organization and improve the way you communicate about risk to regulators, rating agencies, and boards. The course focuses on current industry practices, critical analysis skills of risk, and the development and delivery of professional work products, to influence decision makers.
  
The course is divided into three parts:
  
  
Introduction to P&C Insurance: you will review the unique characteristics of P&C insurers, including underwriting, claims, premiums, policy wordings, insurance law, and regulation;
  
Risk Analysis: you will gain a deep understanding of the key principles underlying the implementation and application of risk management within an organization, including qualitative aspects such as framework, governance and processes, as well as quantitative methods of risk measurement and modeling; and
  
Application: through a real life case study, you will work in a group to synthesize the quantitative risk analysis concepts with the realities of P&C insurance company information sources, develop and present a professional consulting work product to a real guest business leader from the insurance risk management community.
 

",,6:10pm,8:55pm,12270,Morningside,K5848-20243-001,RISK MGMT IN P&C INSURANCE,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5848-20243-001/,To be announced,In-Person,,3,,T,20243ACTU5848K001,LECTURE
ACTU PS5850,ORAL COMMUNICATIONS FOR ACTUARIAL PROFES,"This course is a workshop in communication techniques and professional development. Students make presentations individually and in teams. Actuarial science can be complex and to be successful in the field will require effective communication skills to simplify and explain the complex.  The course covers communicating effectively, professional development, structuring presentations, delivery techniques and presentations.  The main objective for the course is to help students take the complex including business trends and communicate it in a manner that can be understood by the target audience. We will focus on improving communication skills, networking, interview skills, job opportunities and career development. 

",,3:10pm,5:55pm,12271,Morningside,K5850-20243-001,ORAL COMM FOR ACTUARIAL P,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5850-20243-001/,To be announced,In-Person,,3,,M,20243ACTU5850K001,LECTURE
ACTU PS5851,RETIREMENT INCOME SOLUTION,"This course covers how to generate reliable and sustainable incomes based on available resources and manage the key risks in retirement (or in the state of financial independence (FI)). We discuss the overall framework and the process and examine the major products and strategies used in practice, with a special focus on the areas related to actuarial science, such as the key insurance products (annuities, life insurance, and long-term care insurance) commonly used, how to position various investments in different types of accounts and withdraw in the most tax efficient manner to meet the income needs. Effective strategies to manage the top risks (longevity, inflation, sequence of return, liquidity, long-term care, and frailty) will also be covered.

",,1:10pm,3:55pm,12272,Morningside,K5851-20243-001,RETIREMENT INCOME SOLUTIO,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5851-20243-001/,To be announced,In-Person,,3,,F,20243ACTU5851K001,LECTURE
ACTU PS5900,PROSEMINAR IN ACTUARIAL SCIENCE,"Industry representatives conduct a series of noncredit seminar sessions designed to expose students to the actuarial profession as well as to address a range of topics in actuarial science.

",Lina Xu,4:10pm,6:00pm,12273,Morningside,K5900-20243-001,PROSEMINAR IN ACTUARIAL,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5900-20243-001/,To be announced,In-Person,,2,,TR,20243ACTU5900K001,PROSEMINAR
AFAS GR6999,THESIS RESEARCH-GRADUATE,,,,,15386,Morningside,G6999-20243-001,,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G6999-20243-001/,,In-Person,,4,,,20243AFAS6999G001,INDEPENDENT
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,"Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.

",Rachel Grace Newman,12:10pm,2:00pm,15877,Morningside,G4080-20243-001,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G4080-20243-001/,To be announced,In-Person,,4,,T,20243AFAS4080G001,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,"Please refer to Institute for African American and African Diaspora Studies Department for section-by-section course descriptions.

",Anthony Johnson,2:10pm,4:00pm,15899,Morningside,G4080-20243-002,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Anthony_M._Johnson,https://doc.sis.columbia.edu/subj/AFAS/G4080-20243-002/,To be announced,In-Person,,4,,R,20243AFAS4080G002,SEMINAR
AFAS GU4990,AFR-AMER RESEARCH-WRITING,,Vivaldi Jean-Marie,2:10pm,4:00pm,15870,Morningside,G4990-20243-001,,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G4990-20243-001/,To be announced,In-Person,,4,,W,20243AFAS4990G001,COLLOQUIA
AFAS UN1001,INTRO TO AFRICAN-AMER STUDIES,"Prerequisites: Students need to register for a section of AFAS UN1010, the required discussion section for this course. From the arrival of enslaved Africans to the recent election of President Barack Obama, black people have been central to the story of the United States, and the Americas, more broadly. African Americans have been both contributors to, and victims of, this “New World” democratic experiment. To capture the complexities of this ongoing saga, this course offers an inter-disciplinary exploration of the development of African-American cultural and political life in the U.S. but also in relationship to the different African diasporic outposts of the Atlantic world. The course will be organized both chronologically and thematically, moving from the “middle passage” to the present so-called “post-racial” moment—drawing on a range of classical texts, primary sources, and more recent secondary literature—to grapple with key questions, concerns, and problems (i.e. agency, resistance, culture, etc.) that have preoccupied scholars of African-American history, culture, and politics. Students will be introduced to a range of disciplinary methods and theoretical approaches (spanning the humanities and social sciences), while also attending to the critical tension between intellectual work and everyday life, which are central to the formation of African-American Studies as an academic field. This course will engage specific social formations (i.e. migration, urbanization, globalization, etc.), significant cultural/political developments (i.e. uplift ideologies, nationalism, feminism, Pan-Africanism, religion/spirituality, etc.), and hallmark moments/movements (i.e. Harlem Renaissance, Civil Rights movement, etc.). By the end of the semester, students will be expected to possess a working knowledge of major themes/figures/traditions, alongside a range of cultural/political practices and institutional arrangements, in African-American Studies.

",Nyle Fort,10:10am,11:25am,15423,Morningside,C1001-20243-001,INTRO TO AFRICAN-AMER STU,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/C1001-20243-001/,To be announced,In-Person,,4,AFAS UN1010,MW,20243AFAS1001C001,LECTURE
AFAS UN1002,Major Debates in African-American Studie,"Prerequisites: Students must register for discussion section, AFAS UN1003. This course will focus on the major debates in African-American Studies from the role of education to the political uses of art. The class will follow these debates historically with attention to the ways in which earlier discussions on migration and emigration, for example, were engaged with the specific historical conjuncture in which they took place as well as in the myriad ways in which earlier debates continue to resonate today. There will be a mix of primary documents and secondary sources and commentary.
",Jafari S Allen,2:10pm,4:00pm,15385,Morningside,W1002-20243-001,MAJ DEBATES AF-AM STUDIES,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/W1002-20243-001/,To be announced,In-Person,,4,AFAS UN1003,W,20243AFAS1002W001,LECTURE
AFAS UN3901,INDEPENDENT STDY-UNDERGRADUATE,,,,,13797,Morningside,C3901-20243-002,INDEPENDENT STDY-UNDERGRA,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/C3901-20243-002/,,In-Person,,1-4,,,20243AFAS3901C002,INDEPENDENT
AFAS UN3901,INDEPENDENT STDY-UNDERGRADUATE,,,,,13798,Morningside,C3901-20243-001,INDEPENDENT STUDY-UNDERGRAD,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/C3901-20243-001/,,In-Person,,1-4,,,20243AFAS3901C001,INDEPENDENT
AFAS UN3930,TOPICS IN THE BLACK EXPERIENCE,"Please refer to Institute for Research in African American Studies for section course descriptions: http://iraas.columbia.edu/

",Edwidge Danticat,2:10pm,4:00pm,15863,Morningside,C3930-20243-001,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Edwidge_Danticat,https://doc.sis.columbia.edu/subj/AFAS/C3930-20243-001/,To be announced,In-Person,,4,,R,20243AFAS3930C001,SEMINAR
AFAS UN3930,TOPICS IN THE BLACK EXPERIENCE,"Please refer to Institute for Research in African American Studies for section course descriptions: http://iraas.columbia.edu/

",Rachel Grace Newman,12:10pm,2:00pm,15878,Morningside,C3930-20243-002,TOPICS IN THE BLACK EXPER,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/C3930-20243-002/,To be announced,In-Person,,4,,R,20243AFAS3930C002,SEMINAR
AFAS UN3943,Senior Pro Seminar,"This course is a seminar for seniors to either write a formal proposal for a capstone project or to begin the research process for a Senior Thesis, which will be written in the Spring semester. This interdisciplinary course provides the necessary structure needed to complete either goal. This will be an interactive class in which students are required to participate and actively engage in each meeting.
",Farah Griffin,2:10pm,4:00pm,15384,Barnard College,W3943-20243-001,SENIOR PRO SEMINAR,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Farah_Griffin,https://doc.sis.columbia.edu/subj/AFAS/W3943-20243-001/,To be announced,In-Person,,4,,T,20243AFAS3943W001,SEMINAR
AFAS UN3997,INDEPENDENT STUDY-NON AFAM,,,,,13794,Morningside,C3997-20243-001,INDEPENDENT STUDY-NON AFA,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/C3997-20243-001/,,In-Person,,1-4,,,20243AFAS3997C001,INDEPENDENT
AFAS UN3997,INDEPENDENT STUDY-NON AFAM,,,,,13795,Morningside,C3997-20243-002,INDEPENDENT STUDY-NON AFA,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/C3997-20243-002/,,In-Person,,1-4,,,20243AFAS3997C002,INDEPENDENT
AFAS UN3997,INDEPENDENT STUDY-NON AFAM,,,,,13796,Morningside,C3997-20243-003,INDEPENDENT STUDY-NON AFA,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/C3997-20243-003/,,In-Person,,1-4,,,20243AFAS3997C003,INDEPENDENT
AFCV UN1020,AFRICAN CIVILIZATION,"This course provides a general introduction to some of the key intellectual debates in Africa by Africans through primary sources, including scholarly works, political tracts, fiction, art, and film. Beginning with an exploration of African notions of spiritual and philosophical uniqueness and ending with contemporary debates on the meaning and historical viability of an African Renaissance, this course explores the meanings of ‘Africa and ‘being African. Field(s): AFR*. NO FIRST YEAR STUDENTS PERMITTED.
",Gregory Mann,12:10pm,2:00pm,10798,Morningside,C1020-20243-001,,Core (A&S)	,AFCV,,https://doc.sis.columbia.edu/subj/AFCV/C1020-20243-001/,To be announced,In-Person,"Columbia College
Engineering:Undergraduate
General Studies",4,,TR,20243AFCV1020C001,LECTURE
AFEN BC3815,SHANGE & DIGITAL STORYTELLING,"Prerequisites: Enrollment limited to 12 students. Permission of the instructor required. Interested students should complete the application at: 
https://bit.ly/AFEN3815
.  A poet, performance artist, playwright and novelist, Shange’s stylistic innovations in drama, poetry and fiction and attention to the untold lives of black women have made her an influential figure throughout American arts and in feminist history. We will examine Shange’s works through the dual lenses of “embodied knowledge” and historical context. In conjunction with our multidisciplinary analysis of primary texts, students will be introduced to archival research in Ntozake Shange’s personal archive at Barnard College.  Thus the  seminar provides an in-depth exploration of Shange's work and milieu as well as an introduction to digital tools, public research and archival practice. Students should have taken a course beyond the intro level from ONE of the following areas: American Literature (through the English Department), Africana Studies, American Studies, Theatre or Women's Studies. You can find more information and apply for the course at 
https://bit.ly/AFEN3815
. 
  
 

",Kim F Hall,2:10pm,4:00pm,00138,Barnard College,X3815-20243-001,SHANGE & DIGITAL STORYTEL,Africana Studies (AFSB),AFEN,,https://doc.sis.columbia.edu/subj/AFEN/X3815-20243-001/,To be announced,,,4,"EN3815
EN3815",T,20243AFEN3815X001,SEMINAR
AFRS BC2004,INTRODUCTN TO AFRICAN STUDIES,"Interdisciplinary and thematic approach to the study of Africa, moving from pre-colonial through colonial and post-colonial periods to contemporary Africa. Focus will be on its history, societal relations, politics and the arts. The objective is to provide a critical survey of the history as well as the continuing debates in African Studies.
",Abosede George,11:40am,12:55pm,00125,Barnard College,X2004-20243-001,INTRODUCTN TO AFRICAN STU,Africana Studies (AFSB),AFRS,https://en.wikipedia.org/wiki/Abosede_George,https://doc.sis.columbia.edu/subj/AFRS/X2004-20243-001/,To be announced,,,3,,MW,20243AFRS2004X001,LECTURE
AFRS BC3021,Queer Caribbean Critique,"This seminar analyzes the different critical approaches to studying same-sex desire in the Caribbean region. The region’s long history of indigenous genocide, colonialism, imperialism, and neo-liberalism, have made questions about “indigenous” and properly “local” forms of sexuality more complicated than in many other regions. In response, critics have worked to recover and account for local forms of same-sex sexuality and articulated their differences in critical and theoretical terms outside the language of “coming out” and LGBT identity politics. On the other hand, critics have emphasized how outside forces of colonialism, imperialism, and the globalization of LGBT politics have impacted and reshaped Caribbean same-sex desires and subjectivities. This course studies these various critical tendencies in the different contexts of the Anglophone, Francophone, Hispanophone, and Dutch Caribbean.
  
 

",Maja Horn,9:00am,10:50am,00131,Barnard College,X3021-20243-001,QUEER CARIBBEAN CRITIQUE,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X3021-20243-001/,To be announced,,,4,,T,20243AFRS3021X001,SEMINAR
AFRS BC3110,THE AFRICANA COLLOQUIUM,"The Africana Studies Department offers special topics courses every year as colloquia. These colloquia provide opportunities for students to explore areas of particular interest within African Diasporic Studies in a seminar environment. Students earn 4 credits for these courses. There are multiple colloquia offered by the department every year. Some of the topics for these colloquia have included Critical Race Theory, Indian Ocean Diaspora, The New Black, Caribbean Women, and Black Shakespeare. As the topics change, students should check with the Chair of the Africana Studies Department if they have any questions about the topics for a particular academic year.

",Celia E Naylor,4:10pm,6:00pm,00128,Barnard College,X3110-20243-001,CARIBBEAN WOMEN HERSTORIES,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X3110-20243-001/,To be announced,,,4,,W,20243AFRS3110X001,SEMINAR
AFRS BC3160,Fanon   s Psychology of the Oppressed,"Frantz Fanon’s ideas have been influential for decades among theorists, practitioners, and activists alike.  This seminar is focused on understanding Fanon’s particular perspective on the psychology of the oppressed and its relevance for examining the experience of past and present racialized inequality and its effects in society. The course is divided into four sections, which build cumulatively.
  
I). An introductory section introduces Fanon’s central ideas (e.g., dialecticism, existentialism, post-colonialism) in their intellectual and socio-historical context (e.g., the Algerian revolution, African decolonization, South African Apartheid, the US civil rights and women’s rights movements).
  
II). A second section locates Fanon in psychological theory and therapeutic theory and practice.  The cultural and political (Eurocentric?) roots of psychological theory and practice are examined as are notions of oppression causing psychological and physical violence as well as psychopathology / psychological disorder.
  
III). A third section examines Fanon and others psychological approaches to identity with particular attention to the presumed “inferiority complex” of oppressed peoples, nationalist and other reconstructions of identity in opposition to oppression, sociological psychological conceptualizations of stigma, and Dubois’s influential ideas regarding double consciousness.
  
IV). A fourth and final section focuses on resistance and rebellion.  The focus here is on the psycho-moral implications of (violent, peaceful, non-disruptive) action against oppression with reference to the distinct perspectives of Fanon in comparison to influential figures like Gandhi and M.L.K Jr.  These issues are linked to a post-Fanon approach to the psychology of the oppressed called Liberation Psychology. 

",Colin Leach,2:10pm,4:00pm,00127,Barnard College,X3160-20243-001,Psychology of the Oppress,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X3160-20243-001/,To be announced,,,4,,W,20243AFRS3160X001,SEMINAR
