course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
LAW_ L6476,ADV CON LAW: TPCS IN FED COURTS,,Henry P Monaghan,10:40am,12:00pm,10019,Morningside,L6476-20231-001,ADV CON LAW: TPCS IN FED,Law,LAW_,https://en.wikipedia.org/wiki/Henry_P._Monaghan,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6476-20231-001/,To be announced,In-Person,,3,,TR,20231LAW_6476L001,LECTURE
LAW_ L6483,REAL ESTATE TRANSACTIONS,"See Law School Curriculum Guide for details. 
",Richard Sobelsohn,6:20pm,8:10pm,10081,Morningside,L6483-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6483-20231-001/,To be announced,In-Person,,2,,W,20231LAW_6483L001,LECTURE
LAW_ L6506,GENDER JUSTICE,,Katherine Franke,4:20pm,6:10pm,10054,Morningside,L6506-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6506-20231-001/,To be announced,In-Person,,2,,T,20231LAW_6506L001,LECTURE
LAW_ L6546,GLOBAL CONSTITUTIONALISM,"This is a Law School course. For more detailed course information, please go to the Law School Curriculum Guide at: http://www.law.columbia.edu/courses/search
",Michael Doyle,4:20pm,6:10pm,10055,Morningside,L6546-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6546-20231-001/,To be announced,In-Person,,3,,M,20231LAW_6546L001,LECTURE
LAW_ L6795,EX. PRO BONO SCHOLARS,,,,,10008,Morningside,L6795-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6795-20231-001/,,In-Person,,4,,,20231LAW_6795L001,LECTURE
LAW_ L6795,EX. PRO BONO SCHOLARS,,,,,10009,Morningside,L6795-20231-002,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6795-20231-002/,,In-Person,,8,,,20231LAW_6795L002,LECTURE
LAW_ L6912,TRANSNATIONAL LITIGATION,,George A Bermann,1:20pm,2:40pm,10105,Morningside,L6912-20231-001,,Law,LAW_,https://en.wikipedia.org/wiki/George_Bermann,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6912-20231-001/,To be announced,In-Person,,3,,TR,20231LAW_6912L001,LECTURE
LAW_ L6916,"LITIGATION, ECON, AND STATS",,Justin R McCrary,10:10am,12:00pm,10071,Morningside,L6916-20231-001,"LITIGATION, ECON, AND STA",Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L6916-20231-001/,To be announced,In-Person,,2,,T,20231LAW_6916L001,LECTURE
LAW_ L7990,Introduction to Intellectual Property La,,Shyamkrishna Balganesh,1:20pm,2:40pm,10062,Morningside,L7990-20231-001,INTRO TO INTELLECTUAL PRO,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L7990-20231-001/,To be announced,In-Person,,3,,TR,20231LAW_7990L001,LECTURE
LAW_ L8016,S PUB EDUC POLICY SEM & PRACT,,,,,10013,Morningside,L8016-20231-002,S PUB EDUC POLICY SEM & P,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8016-20231-002/,,In-Person,,6,,,20231LAW_8016L002,SEMINAR
LAW_ L8016,S PUB EDUC POLICY SEM & PRACT,,,,,10014,Morningside,L8016-20231-003,S PUB EDUC POLICY SEM & P,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8016-20231-003/,,In-Person,,2,,,20231LAW_8016L003,SEMINAR
LAW_ L8016,S PUB EDUC POLICY SEM & PRACT,,,9:00am,1:00pm,10098,Morningside,L8016-20231-001,S PUB EDUC POLICY SEM & P,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8016-20231-001/,To be announced,In-Person,,5,,MTWRF,20231LAW_8016L001,SEMINAR
LAW_ L8202,S ROLE OF INSIDE COUNSEL,,,,,10017,Morningside,L8202-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8202-20231-001/,,In-Person,,1,,,20231LAW_8202L001,SEMINAR
LAW_ L8206,"Non-Profit Law, Taxation and Policy","See CLS Curriculum Guide
",David M Schizer,1:20pm,2:40pm,10073,Morningside,L8206-20231-001,NON-PROFIT LAW TAXATION P,Law,LAW_,https://en.wikipedia.org/wiki/David_Schizer,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8206-20231-001/,To be announced,In-Person,,3,,TR,20231LAW_8206L001,SEMINAR
LAW_ L8294,S MANAGING HUMAN RIGHTS,,Anthony P Ewing,4:20pm,6:10pm,10094,Morningside,L8294-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8294-20231-001/,To be announced,In-Person,,2,,W,20231LAW_8294L001,SEMINAR
LAW_ L8295,"S. Sovereignty, Constitutionalism and Ju",,Seyla Benhabib,4:20pm,6:10pm,10016,Morningside,L8295-20231-001,"S SOVER, CONST & JUD RVW",Law,LAW_,https://en.wikipedia.org/wiki/Seyla_Benhabib,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8295-20231-001/,To be announced,In-Person,,2,,R,20231LAW_8295L001,SEMINAR
LAW_ L8296,S. Academic Scholars,,Jody Kraus,4:20pm,6:10pm,10083,Morningside,L8296-20231-001,,Law,LAW_,https://en.wikipedia.org/wiki/Jody_Kraus,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8296-20231-001/,To be announced,In-Person,,1,,T,20231LAW_8296L001,SEMINAR
LAW_ L8372,C TAX POLICY,,David M Schizer,4:20pm,6:10pm,10026,Morningside,L8372-20231-001,,Law,LAW_,https://en.wikipedia.org/wiki/David_Schizer,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8372-20231-001/,To be announced,In-Person,,2,,T,20231LAW_8372L001,SEMINAR
LAW_ L8420,S. Sports Law; A Dispute Resolution Pers,"See CLS Curriculum Guide
",Jill E Pilgrim,4:20pm,6:10pm,10149,Morningside,L8420-20231-001,S SPORTS LAW; DISPUTE RES,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8420-20231-001/,To be announced,In-Person,,2,,M,20231LAW_8420L001,SEMINAR
LAW_ L8451,S ADVANCED CLIMATE CHANGE LAW,,Michael Gerrard,4:20pm,6:10pm,10084,Morningside,L8451-20231-001,S ADVANCED CLIMATE CHANGE,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8451-20231-001/,To be announced,In-Person,,2,,T,20231LAW_8451L001,SEMINAR
LAW_ L8517,Workshop on Facilitating Meaningful Reen,"See CLS Curriculum Guide
",Philip Genty,6:20pm,8:10pm,10106,Morningside,L8517-20231-001,WRKSHP:FACILITATING REENT,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8517-20231-001/,To be announced,In-Person,,2-3,,T,20231LAW_8517L001,WORKSHOP
LAW_ L8631,ENTRPRNSHP & COMM DEVT CLN,,Lynnise Pantin,,,10007,Morningside,L8631-20231-002,ENTRPRNSHP & COMM DEVT CL,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8631-20231-002/,,In-Person,,4,,,20231LAW_8631L002,CLINIC
LAW_ L8631,ENTRPRNSHP & COMM DEVT CLN,,Lynnise Pantin,1:20pm,3:10pm,10048,Morningside,L8631-20231-001,ENTRPRNSHP & COMM DEVT CL,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8631-20231-001/,To be announced,In-Person,,3,,MW,20231LAW_8631L001,CLINIC
LAW_ L8633,ADV ENTREPENEURSHIP & COMM DEVEL CLINIC,,Lynnise Pantin,,,10004,Morningside,L8633-20231-001,ADV ENTREPENEURSHIP & COM,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8633-20231-001/,,In-Person,,1-4,,,20231LAW_8633L001,CLINIC
LAW_ L8660,S APPELLATE ADVOCACY,,Gerard E Lynch,5:00pm,7:30pm,10142,Morningside,L8660-20231-001,,Law,LAW_,https://en.wikipedia.org/wiki/Gerard_E._Lynch,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8660-20231-001/,To be announced,In-Person,,3,,TR,20231LAW_8660L001,SEMINAR
LAW_ L8813,S GEOPOL/LAW/CONFLICT/KORN PEN,,Jeong-Ho Roh,4:20pm,6:10pm,10090,Morningside,L8813-20231-001,S GEOPOL/LAW/CONFLICT/KOR,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8813-20231-001/,To be announced,In-Person,,2,,W,20231LAW_8813L001,SEMINAR
LAW_ L8819,S PUBLIC LAW WORKSHOP,,Gillian E Metzger,11:20am,1:20pm,10095,Morningside,L8819-20231-001,,Law,LAW_,https://en.wikipedia.org/wiki/Gillian_E._Metzger,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8819-20231-001/,To be announced,In-Person,,2,,F,20231LAW_8819L001,SEMINAR
LAW_ L8865,S CONTEMP CHALNG INTL LAWS WAR,,Yishai Beer,4:20pm,6:10pm,10086,Morningside,L8865-20231-001,S CONTEMP CHALNG INTL LAW,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8865-20231-001/,To be announced,In-Person,,2,,W,20231LAW_8865L001,SEMINAR
LAW_ L8866,S CONTEMP CRITICAL THOUGHT:CRITIQUE AFTE,,Bernard Harcourt,6:20pm,9:10pm,10087,Morningside,L8866-20231-001,S CONTEMP CRITICAL THOUGH,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8866-20231-001/,To be announced,In-Person,,1-2,,W,20231LAW_8866L001,SEMINAR
LAW_ L8890,S DOMESTIC & INTERNATIONAL TERRORISM: A,"This is a Law School course. For more detailed course information, please go to the Law School Curriculum Guide at: http://www.law.columbia.edu/courses/search
",,6:20pm,8:10pm,10088,Morningside,L8890-20231-001,S DOMESTIC & INT'L TERROR,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8890-20231-001/,To be announced,In-Person,,2,,M,20231LAW_8890L001,SEMINAR
LAW_ L8941,C INTERNATIONAL CRIMINAL LAW,,Lori F Damrosch,11:30am,1:20pm,10024,Morningside,L8941-20231-001,C INTERNATIONAL CRIMINAL,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L8941-20231-001/,To be announced,In-Person,,2,,F,20231LAW_8941L001,SEMINAR
LAW_ L9061,P. INTERNATIONAL ARBITRATION,,George A Bermann,10:10am,12:00pm,10143,Morningside,L9061-20231-001,P. INTERNATIONAL ARBITRAT,Law,LAW_,https://en.wikipedia.org/wiki/George_Bermann,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9061-20231-001/,To be announced,In-Person,,2,,T,20231LAW_9061L001,LECTURE
LAW_ L9069,S LAW & ECONOMICS WORKSHOP,"This is a Law School course. For more detailed course information, please go to the Law School Curriculum Guide at: http://www.law.columbia.edu/courses/search
",Jeffrey Gordon,4:20pm,6:10pm,10025,Morningside,L9069-20231-001,S LAW & ECONOMICS WORKSHO,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9069-20231-001/,To be announced,In-Person,,2,,M,20231LAW_9069L001,SEMINAR
LAW_ L9117,SEM-ADV LEGAL RES TECHNIQUES,,Nam Jin Yoon,10:10am,12:00pm,10085,Morningside,L9117-20231-001,SEM-ADV LEGAL RES TECHNIQ,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9117-20231-001/,To be announced,In-Person,,2,,F,20231LAW_9117L001,SEMINAR
LAW_ L9128,S. Law and Authoritarianism,,,4:20pm,6:10pm,10093,Morningside,L9128-20231-001,S. Law and Authoritariani,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9128-20231-001/,To be announced,In-Person,,2,,T,20231LAW_9128L001,SEMINAR
LAW_ L9137,S SENTENCING,,,5:20pm,7:10pm,10097,Morningside,L9137-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9137-20231-001/,To be announced,In-Person,,2,,T,20231LAW_9137L001,SEMINAR
LAW_ L9160,Paralegal Pathways Initiative Leadership,,Philip Genty,2:20pm,4:10pm,10082,Morningside,L9160-20231-001,S Paralegal Pathways Init,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9160-20231-001/,To be announced,In-Person,,2,,F,20231LAW_9160L001,SEMINAR
LAW_ L9164,SEM-LABOR RIGHTS IN GLOBL ECON,"This is a Law School course. For more detailed course information, please go to the Law School Curriculum Guide at: http://www.law.columbia.edu/courses/search
",Mark Barenberg,4:20pm,6:10pm,10092,Morningside,L9164-20231-001,SEM-LABOR RIGHTS IN GLOBL,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9164-20231-001/,To be announced,In-Person,,3,,M,20231LAW_9164L001,SEMINAR
LAW_ L9233,HUMAN RIGHTS CLINIC,"See CLS curriculum guide.
",Sarah Knuckey,,,10010,Morningside,L9233-20231-002,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9233-20231-002/,,In-Person,,1-3,,,20231LAW_9233L002,CLINIC
LAW_ L9233,HUMAN RIGHTS CLINIC,"See CLS curriculum guide.
",Sarah Knuckey,2:50pm,5:20pm,10057,Morningside,L9233-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9233-20231-001/,To be announced,In-Person,,2,,R,20231LAW_9233L001,CLINIC
LAW_ L9235,"Science, Health, and Information Clinic",,,4:20pm,6:10pm,10144,Morningside,L9235-20231-001,"Science, Health, & Info C",Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9235-20231-001/,To be announced,In-Person,,3-7,,TR,20231LAW_9235L001,CLINIC
LAW_ L9244,Criminal Defense Clinic,,,2:20pm,4:10pm,10145,Morningside,L9244-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9244-20231-001/,To be announced,In-Person,,3-7,,TR,20231LAW_9244L001,CLINIC
LAW_ L9246,INTERNATIONAL TAX,,,9:00am,10:30am,10150,Morningside,L9246-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9246-20231-001/,To be announced,In-Person,,3,,F,20231LAW_9246L001,LECTURE
LAW_ L9258,IMMIGRANTS' RIGHTS CLINIC,,,9:00am,12:00pm,10058,Morningside,L9258-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9258-20231-001/,To be announced,In-Person,,3-7,,TF,20231LAW_9258L001,CLINIC
LAW_ L9259,ADVANCED IMMIGRANTS' RIGHTS CLINIC,,,12:05pm,1:05pm,10021,Morningside,L9259-20231-001,ADVANCED IMMIGRANTS' RIGH,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9259-20231-001/,To be announced,In-Person,,1-3,,T,20231LAW_9259L001,COLLOQUIA
LAW_ L9269,LAWYERING-DIGITAL AGE CLINIC,,Conrad A Johnson,,,10012,Morningside,L9269-20231-002,LAWYERING-DIGITAL AGE CLI,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9269-20231-002/,,In-Person,,1-3,,,20231LAW_9269L002,CLINIC
LAW_ L9269,LAWYERING-DIGITAL AGE CLINIC,,Conrad A Johnson,3:10pm,6:00pm,10068,Morningside,L9269-20231-001,LAWYERING-DIGITAL AGE CLI,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9269-20231-001/,To be announced,In-Person,,7,,R,20231LAW_9269L001,CLINIC
LAW_ L9303,S STRATEGIC INT'L COMM'L TRANS,"This is a Law School course. For more detailed course information, please go to the Law School Curriculum Guide at: http://www.law.columbia.edu/courses/search
",Mark S Vecchio,6:20pm,8:10pm,10100,Morningside,L9303-20231-001,S STRATEGIC INT'L COMM'L,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9303-20231-001/,To be announced,In-Person,,2,,M,20231LAW_9303L001,SEMINAR
LAW_ L9358,ADVANCED LAWYERING IN THE DIGITAL AGE CL,,Conrad A Johnson,,,10146,Morningside,L9358-20231-001,ADVANCED LAWYERING IN THE,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9358-20231-001/,,In-Person,,1-3,,,20231LAW_9358L001,SEMINAR
LAW_ L9359,ADV HUMAN RIGHTS CLINIC,,Sarah Knuckey,,,10005,Morningside,L9359-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9359-20231-001/,,In-Person,,2-5,,,20231LAW_9359L001,CLINIC
LAW_ L9362,Community Advocacy Clinic,,Colleen F Shanahan,,,10006,Morningside,L9362-20231-002,COMMUNITY ADVOCACY CLINIC,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9362-20231-002/,,In-Person,,4,,,20231LAW_9362L002,SEMINAR
LAW_ L9362,Community Advocacy Clinic,,Colleen F Shanahan,1:20pm,3:20pm,10030,Morningside,L9362-20231-001,COMMUNITY ADVOCACY CLINIC,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9362-20231-001/,To be announced,In-Person,,3,,TR,20231LAW_9362L001,SEMINAR
LAW_ L9363,Advanced Community Advocacy Lab Clinic,"See CLS Curriculum Guide
",Colleen F Shanahan,,,10003,Morningside,L9363-20231-001,ADV COMMUNITY ADVOCACY CL,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9363-20231-001/,,In-Person,,1-3,,,20231LAW_9363L001,CLINIC
LAW_ L9368,S. Emerging Trends in International Just,,Richard H Dicker,,,10015,Morningside,L9368-20231-001,S. Emrgng Trends Int'l Ju,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9368-20231-001/,,In-Person,,2,,,20231LAW_9368L001,SEMINAR
LAW_ L9468,S. Investment Treaty Arbitration: Causes,,,4:20pm,6:10pm,10091,Morningside,L9468-20231-001,Sem.  Invstmnt Treaty Arb,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9468-20231-001/,To be announced,In-Person,,2,,R,20231LAW_9468L001,SEMINAR
LAW_ L9825,S ENVIRONMENTAL JUSTICE,,,4:20pm,6:10pm,10089,Morningside,L9825-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9825-20231-001/,To be announced,In-Person,,2,,R,20231LAW_9825L001,SEMINAR
LAW_ L9834,S REFUGEE LAW AND POLICY,,Ajun Gupta,2:50pm,5:50pm,10096,Morningside,L9834-20231-001,,Law,LAW_,,http://www.columbia.edu//cu/bulletin/uwb/subj/LAW_/L9834-20231-001/,To be announced,In-Person,,3,,T,20231LAW_9834L001,SEMINAR
PSCA M9102,SIGMUND FREUD-THINKNG/THEORIZING,,,,,10108,Health Science,M9102-20231-001,FREUD THOU BEGIN EGO PSYCHOLGY,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9102-20231-001/,,In-Person,,0,,,20231PSCA9102M001,LECTURE
PSCA M9104,CHILD & ADOLESCENT DEVELOPMENT,,,,,10109,Health Science,M9104-20231-001,CHILD DEV-INTERDISCIPLNRY PERS,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9104-20231-001/,,In-Person,,0,,,20231PSCA9104M001,TUTORIAL
PSCA M9106,CRITICAL THINKING I,,,,,10110,Health Science,M9106-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9106-20231-001/,,In-Person,,0,,,20231PSCA9106M001,LECTURE
PSCA M9110,THEORY OF TECHNIQUE I,,,,,10111,Health Science,M9110-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9110-20231-001/,,In-Person,,0,,,20231PSCA9110M001,CLINIC
PSCA M9126,PSYCHOANALYTIC PROCESS I,,,,,10112,Health Science,M9126-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9126-20231-001/,,In-Person,,0,,,20231PSCA9126M001,LECTURE
PSCA M9127,PSYCHOANALYTIC CASE WRITING I,,,,,10113,Health Science,M9127-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9127-20231-001/,,In-Person,,0,,,20231PSCA9127M001,LECTURE
PSCA M9202,PSYCHOPATHOLOGY,,,,,10115,Health Science,M9202-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9202-20231-001/,,In-Person,,0,,,20231PSCA9202M001,LECTURE
PSCA M9206,PSYCHOANALYTIC THEORY II,,,,,10116,Health Science,M9206-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9206-20231-001/,,In-Person,,0,,,20231PSCA9206M001,LECTURE
PSCA M9211,RESEARCH & PSYCHOANALYSIS,,,,,10117,Health Science,M9211-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9211-20231-001/,,In-Person,,0,,,20231PSCA9211M001,LECTURE
PSCA M9226,PSYCHOANALYTIC PROCESS II,,,,,10118,Health Science,M9226-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9226-20231-001/,,In-Person,,0,,,20231PSCA9226M001,LECTURE
PSCA M9228,PSYCHOANALYTIC CASE WRITING II,,,,,10119,Health Science,M9228-20231-001,PSYCHOANALYTIC CASE WRITI,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9228-20231-001/,,In-Person,,0,,,20231PSCA9228M001,LECTURE
PSCA M9306,PSYCHOANALYTIC THEORY III,,,,,10121,Health Science,M9306-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9306-20231-001/,,In-Person,,0,,,20231PSCA9306M001,LECTURE
PSCA M9327,PSYCHOANALYTIC PROCESS III,,,,,10122,Health Science,M9327-20231-001,PSYCHOANALYTIC PROCESS II,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9327-20231-001/,,In-Person,,0,,,20231PSCA9327M001,LECTURE
PSCA M9329,PSYCHOANALYTC CASE WRITING III,,,,,10123,Health Science,M9329-20231-001,PSYCHOANALYTC CASE WRITIN,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9329-20231-001/,,In-Person,,0,,,20231PSCA9329M001,LECTURE
PSCA M9334,CRITICAL THINKING TECHNIQUE,,,,,10125,Health Science,M9334-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9334-20231-001/,,In-Person,,0,,,20231PSCA9334M001,LECTURE
PSCA M9405,CRITICAL THINKING IV,,,,,10126,Health Science,M9405-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9405-20231-001/,,In-Person,,0,,,20231PSCA9405M001,LECTURE
PSCA M9427,PSYCHOANALYTIC PROCESS IV,,,,,10127,Health Science,M9427-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9427-20231-001/,,In-Person,,0,,,20231PSCA9427M001,LECTURE
PSCA M9431,SUPERVISION,,Madrid Poultney,,,10128,Health Science,M9431-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9431-20231-001/,,In-Person,,0,,,20231PSCA9431M001,COLLOQUIA
PSCA M9440,PSA THEORY IV:FREUD/CREAT UNCONSCIOUS,,William Tomlinson,,,10129,Health Science,M9440-20231-001,THEORY IV:FREUD/CREAT UNCONSC,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9440-20231-001/,,In-Person,,0,,,20231PSCA9440M001,LECTURE
PSCA M9441,PSA THEORY IV: RETHINK ROLE OF DEVELOP,,Madrid Poultney,,,10130,Health Science,M9441-20231-001,THEORY IV: RETHINK ROLE DEVLP,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9441-20231-001/,,In-Person,,0,,,20231PSCA9441M001,LECTURE
PSCA M9442,PSA IV: ADVANCED CORE CONCEPTS,,,,,10131,Health Science,M9442-20231-001,PSA THEORY IV: ADVANCED CORE,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9442-20231-001/,,In-Person,,0,,,20231PSCA9442M001,LECTURE
PSCA M9526,PSA PROCESS V,,,,,10132,Health Science,M9526-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9526-20231-001/,,In-Person,,0,,,20231PSCA9526M001,SEMINAR
PSCA M9537,ISSUES IN PROFESSIONAL ETHICS,,,,,10134,Health Science,M9537-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9537-20231-001/,,In-Person,,0,,,20231PSCA9537M001,LECTURE
PSCA M9617,DIVERSITY,,,,,10135,Health Science,M9617-20231-001,,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9617-20231-001/,,In-Person,,0,,,20231PSCA9617M001,LECTURE
PSCA M9649,COMBINED TREATMENTS: CHALLENGES AND OPPO,,,,,10136,Presbyterian Hospital,M9649-20231-001,COMBINED TREATMENTS,Psychoanalytic Center,PSCA,,http://www.columbia.edu//cu/bulletin/uwb/subj/PSCA/M9649-20231-001/,,In-Person,,0,,,20231PSCA9649M001,SEMINAR
SIPA U9000,Capstone Workshop,"Capstone workshops apply the practical skills and analytical knowledge learned at SIPA to a real-world issue. Students are organized into small consulting teams (typically 6 students per team) and assigned a substantive, policy-oriented project with an external client. Student teams, working under the supervision of a faculty expert, answer a carefully defined problem posed by the client. Each team produces an actionable report and an oral briefing of their findings at the close of the workshop that is designed to translate into real change on the ground. The Capstone is a graduation requirement for all Masters of Public Administration and Masters of International Affairs students; it is typically taken in the final semester at SIPA. Registration in this course requires an application, please visit: sipa.columbia.edu/academics/workshops/workshop-students for more information
",,,,10151,Morningside,U9000-20231-001,,International and Public Affairs,SIPA,,http://www.columbia.edu//cu/bulletin/uwb/subj/SIPA/U9000-20231-001/,,In-Person,SIPA,3,,,20231SIPA9000U001,WORKSHOP
