course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACTU PS5843,GLOBAL CAPITAL MARKET & INVESTMENT,"This course will introduce students to major issues currently of concern to all investors. It can give you the skills to conduct a sophisticated assessment of current issues and debates covered by the popular media as well as more-specialized finance journals. These skills are essential for people who pursues a financial service career, especially in today’s rapidly evolving environment. The material presented in this course are both practical important and intellectually interesting.  This course is consistent with and relevant to Chartered Financial Analyst (CFA) curriculum. It covers all subjects in CFA test and most of problems are in the same format as the CFA examination questions. This course will also provide a foundation for further study in Financial Risk Management and Financial market related courses.
",,3:10pm,5:55pm,12436,Morningside,K5843-20233-001,GLOBAL CAPITAL MRKT & INVSTMNT,Actuarial Science,ACTU,,http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/K5843-20233-001/,To be announced,In-Person,,3,,W,20233ACTU5843K001,LECTURE
ACTU PS5846,QUANTITATIVE RISK MANAGEMENT,"Risk Management becomes more and more important in the financial industry especially after the global financial crisis. Large financial institutions are facing high regulatory pressure from the government and public. In response to this pressure, risk management in the financial industry has been transformed dramatically over the past decade. Today, about 50 percent of the function’s staff are dedicated to risk-related operational processes such as credit administration, while 15 percent work in analytics. McKinsey research suggests that by 2025, these numbers will reach 25 and 40 percent, respectively.  This course is designed to provide students with a high-level overview of modern risk management. This is then followed by an in-depth examination of the techniques and management structures used to assess and control risk, including a detailed discussion on the implementation of Value-at-Risk, which is becoming the de facto standard for measuring risk across all the major classes: market, credit, liquidity and operational.  This course is consistent with and relevant to Financial Risk Manager (FRM) curriculum. It covers majority of FRM learning objectives in the test and it is deeper in the quantitative modelling and analysis.
",,10:10am,12:55pm,12437,Morningside,K5846-20233-001,QUANTITATIVE RISK MGMT,Actuarial Science,ACTU,,http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/K5846-20233-001/,To be announced,In-Person,,3,,F,20233ACTU5846K001,LECTURE
ACTU PS5848,RISK MANAGEMENT IN P&C INSURANCE,"Insurance company risk management practices and requirements have evolved significantly over the last ten years, with the advances in regulation (e.g., Solvency II, NAIC ORSA) and rating agency oversight. This elective course is designed for individuals interested in moving into risk analysis roles within property and casualty (P&C) insurance, also known as general insurance. It provides a practical review of leading quantitative risk assessment and analysis practices at P&C insurance companies. The course will give you a sound understanding of quantitative risk analysis principles that will help you expand your influence in your organization and improve the way you communicate about risk to regulators, rating agencies, and boards. The course focuses on current industry practices, critical analysis skills of risk, and the development and delivery of professional work products, to influence decision makers.  The course is divided into three parts:  
  
Introduction to P&C Insurance: you will review the unique characteristics of P&C insurers, including underwriting, claims, premiums, policy wordings, insurance law, and regulation;
  
Risk Analysis: you will gain a deep understanding of the key principles underlying the implementation and application of risk management within an organization, including qualitative aspects such as framework, governance and processes, as well as quantitative methods of risk measurement and modeling; and
  
Application: through a real life case study, you will work in a group to synthesize the quantitative risk analysis concepts with the realities of P&C insurance company information sources, develop and present a professional consulting work product to a real guest business leader from the insurance risk management community.
 

",,6:10pm,8:55pm,12439,Morningside,K5848-20233-001,RISK MGMT IN P&C INSURANCE,Actuarial Science,ACTU,,http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/K5848-20233-001/,To be announced,In-Person,,3,,T,20233ACTU5848K001,LECTURE
ACTU PS5850,ORAL COMMUNICATIONS FOR ACTUARIAL PROFES,"This course is a workshop in communication techniques and professional development. Students make presentations individually and in teams. Actuarial science can be complex and to be successful in the field will require effective communication skills to simplify and explain the complex.  The course covers communicating effectively, professional development, structuring presentations, delivery techniques and presentations.  The main objective for the course is to help students take the complex including business trends and communicate it in a manner that can be understood by the target audience. We will focus on improving communication skills, networking, interview skills, job opportunities and career development. 
",,3:10pm,5:55pm,12407,Morningside,K5850-20233-001,ORAL COMM FOR ACTUARIAL P,Actuarial Science,ACTU,,http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/K5850-20233-001/,To be announced,In-Person,,3,,M,20233ACTU5850K001,LECTURE
ACTU PS5851,RETIREMENT INCOME SOLUTION,"This course covers how to generate reliable and sustainable incomes based on available resources and manage the key risks in retirement (or in the state of financial independence (FI)). We discuss the overall framework and the process and examine the major products and strategies used in practice, with a special focus on the areas related to actuarial science, such as the key insurance products (annuities, life insurance, and long-term care insurance) commonly used, how to position various investments in different types of accounts and withdraw in the most tax efficient manner to meet the income needs. Effective strategies to manage the top risks (longevity, inflation, sequence of return, liquidity, long-term care, and frailty) will also be covered.
",,1:10pm,3:55pm,12441,Morningside,K5851-20233-001,RETIREMENT INCOME SOLUTIO,Actuarial Science,ACTU,,http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/K5851-20233-001/,To be announced,In-Person,,3,,F,20233ACTU5851K001,LECTURE
ACTU PS5900,PROSEMINAR IN ACTUARIAL SCIENCE,"Industry representatives conduct a series of noncredit seminar sessions designed to expose students to the actuarial profession as well as to address a range of topics in actuarial science.
",Lina Xu,4:10pm,6:00pm,12408,Morningside,K5900-20233-001,PROSEMINAR IN ACTUARIAL,Actuarial Science,ACTU,,http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/K5900-20233-001/,To be announced,In-Person,,2,,TR,20233ACTU5900K001,PROSEMINAR
ACTU PS5995,INTERNSHIP IN ACTUARIAL SCIENCE,,Lina Xu,,,12409,Morningside,K5995-20233-001,INTERNSHIP IN ACTUARIAL S,Actuarial Science,ACTU,,http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/K5995-20233-001/,,In-Person,,1,,,20233ACTU5995K001,INTERNSHIP
ADDN D5301,DENTAL ANATOMY & MORPHOLOGY,,Roseanna Graham,,,15509,Health Science,D5301-20233-081,,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D5301-20233-081/,,On-Line Only,,0,,,20233ADDN5301D081,INDEPENDENT
ADDN D5302,PRE-CLINICAL OPPERATIVE DENT,,Roseanna Graham,,,15438,Health Science,D5302-20233-081,PRE-CLINICAL OP DENT,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D5302-20233-081/,,,,0,,,20233ADDN5302D081,INDEPENDENT
ADDN D5304,PRECLINICAL OPERATIVE DENTISTRY LAB,,Roseanna Graham,,,15510,Health Science,D5304-20233-081,PRECLIN OPERTV DENT LAB,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D5304-20233-081/,,,,0,,,20233ADDN5304D081,LABORATORY
ADDN D6303,PRECLINICAL PROSTHODONTIC,,,,,15389,Health Science,D6303-20233-082,,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6303-20233-082/,,,,0,,,20233ADDN6303D082,SEMINAR
ADDN D6304,PRECLINICAL COMPREHENSIVE CARE,,,,,15401,Health Science,D6304-20233-082,PRECLINICAL COMPREHENSIVE,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6304-20233-082/,,,,0,,,20233ADDN6304D082,INDEPENDENT
ADDN D6305,PRECLINCAL COMPREHENSIVE CARE III LAB,,,,,15592,Health Science,D6305-20233-082,PRECLINCAL COMPREHENSIVE,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6305-20233-082/,,In-Person,,0,,,20233ADDN6305D082,LABORATORY
ADDN D6307,PRECLINICAL OPERATIVE DENTISTRY,,Roseanna Graham,,,15439,Health Science,D6307-20233-082,PRECLINICAL OPERATIVE DEN,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6307-20233-082/,,,,0,,,20233ADDN6307D082,INDEPENDENT
ADDN D6308,PRECLINICAL DENTISTRY ENDODONTICS,,,,,15402,Health Science,D6308-20233-082,PRECLINICAL DENTISTRY END,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6308-20233-082/,,,,0,,,20233ADDN6308D082,INDEPENDENT
ADDN D6309,PRECLINICAL DENTISTRY ORTHODONTICS,,,,,15399,Health Science,D6309-20233-082,PRECLINICAL DENTISTRY ORT,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6309-20233-082/,,,,0,,,20233ADDN6309D082,INDEPENDENT
ADDN D6310,PRECLIN PEDS THEORY & TECHNIQUE,,,,,15400,Health Science,D6310-20233-082,PRECLIN PEDS THEORY & TEC,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6310-20233-082/,,,,0,,,20233ADDN6310D082,INDEPENDENT
ADDN D6311,PRECLINICAL DENTISTRY PERIODONTICS,,,,,15593,Health Science,D6311-20233-082,PRECLINICAL DENTISTRY PER,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6311-20233-082/,,In-Person,,0,,,20233ADDN6311D082,INDEPENDENT
ADDN D6312,PRECLINICAL DENTISTRY PROS LAB,,,,,15390,Health Science,D6312-20233-082,PRECLINICAL DENTISTRY PRO,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6312-20233-082/,,In-Person,,0,,,20233ADDN6312D082,INDEPENDENT
ADDN D6313,PRINCIPLES OF OCCLUSION,,,,,15440,Health Science,D6313-20233-082,,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6313-20233-082/,,In-Person,,0,,,20233ADDN6313D082,SEMINAR
ADDN D6317,DIGITAL DENTISTRY,,,,,15392,Health Science,D6317-20233-082,,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6317-20233-082/,,,,0,,,20233ADDN6317D082,INDEPENDENT
ADDN D8151,PRACTICE MANAGEMENT,,,,,15367,Health Science,D8151-20233-084,,Dental and Oral Surgery,ADDN,,http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D8151-20233-084/,,,,0,,,20233ADDN8151D084,INDEPENDENT
AFAS GR6000,Recent Critical Works in Black Literary,"In recent years scholars of Black Literary and Cultural Studies have created an excited and innovative body of work that challenges traditional methods and forms of critical writing.  Students in this graduate seminar will read a selection of these works in an effort to identify major methodological, theoretical, and critical concerns and trends in the field. We will also read two creative works, one an edition of a recently discovered novel that was found and edited by one of our scholars and the other a critically acclaimed novel written by another and the work of a third author that blurs the boundaries between creative, critical and theoretical.  These have been chosen to demonstrate the scholarly practice theorized in the critical work, and the ways that the critic/creative writer engages similar concerns in different forms.  Finally, one class will be devoted to the critical work of a recent Pulitzer Prize winner, whose academic training and practice have greatly informed her writing for a broader audience.  Readings will be supplemented by visits from some of the authors as well as our own visit to archives at the Schomburg Center for Research in Black Culture.
",Farah Griffin,10:10am,12:00pm,12204,Morningside,G6000-20233-001,Crit Wrk in Blk Lit & Cul,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Farah_Griffin,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/G6000-20233-001/,To be announced,In-Person,,4-6,,T,20233AFAS6000G001,SEMINAR
AFAS GR6100,AF-AM: PRO SEMINAR,"This course introduces students to central questions and debates in the fields of African American Studies, and it explores the various interdisciplinary efforts to address them. The seminar is designed to provide an interdisciplinary foundation and familiarize students with a number of methodological approaches. Toward this end we will have a number of class visitors/guest lecturers drawn from members of IRAAS's Core and Affiliated Faculty.
",Megan French-Marcelin,4:10pm,6:00pm,15227,Morningside,G6100-20233-001,,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/G6100-20233-001/,To be announced,In-Person,,4,,T,20233AFAS6100G001,SEMINAR
AFAS GR6999,THESIS RESEARCH-GRADUATE,,Samuel K Jr Roberts,,,15300,Morningside,G6999-20233-001,,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/G6999-20233-001/,,In-Person,,4,,,20233AFAS6999G001,INDEPENDENT
AFAS GU4990,AFR-AMER RESEARCH-WRITING,,Vivaldi Jean-Marie,2:10pm,4:00pm,15299,Morningside,G4990-20233-001,,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/G4990-20233-001/,To be announced,In-Person,,4,,W,20233AFAS4990G001,COLLOQUIA
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Kellie Jones,,,12211,Morningside,W4998-20233-001,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Kellie_Jones,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/W4998-20233-001/,,In-Person,,1-4,,,20233AFAS4998W001,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Farah Griffin,,,12212,Morningside,W4998-20233-002,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Farah_Griffin,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/W4998-20233-002/,,In-Person,,1-4,,,20233AFAS4998W002,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Jafari S Allen,,,12214,Morningside,W4998-20233-004,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/W4998-20233-004/,,In-Person,,1-4,,,20233AFAS4998W004,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Kevin Fellezs,,,12215,Morningside,W4998-20233-005,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/W4998-20233-005/,,In-Person,,1-4,,,20233AFAS4998W005,INDEPENDENT
AFAS GU4998,INDEPENDENT STUDY-GRADUATE,,Frank Guridy,,,12216,Morningside,W4998-20233-006,INDEPENDENT STUDY-GRADUAT,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Frank_Andre_Guridy,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/W4998-20233-006/,,In-Person,,1-4,,,20233AFAS4998W006,INDEPENDENT
AFAS UN1001,INTRO TO AFRICAN-AMER STUDIES,"Prerequisites: Students need to register for a section of AFAS UN1010, the required discussion section for this course. From the arrival of enslaved Africans to the recent election of President Barack Obama, black people have been central to the story of the United States, and the Americas, more broadly. African Americans have been both contributors to, and victims of, this “New World” democratic experiment. To capture the complexities of this ongoing saga, this course offers an inter-disciplinary exploration of the development of African-American cultural and political life in the U.S. but also in relationship to the different African diasporic outposts of the Atlantic world. The course will be organized both chronologically and thematically, moving from the “middle passage” to the present so-called “post-racial” moment—drawing on a range of classical texts, primary sources, and more recent secondary literature—to grapple with key questions, concerns, and problems (i.e. agency, resistance, culture, etc.) that have preoccupied scholars of African-American history, culture, and politics. Students will be introduced to a range of disciplinary methods and theoretical approaches (spanning the humanities and social sciences), while also attending to the critical tension between intellectual work and everyday life, which are central to the formation of African-American Studies as an academic field. This course will engage specific social formations (i.e. migration, urbanization, globalization, etc.), significant cultural/political developments (i.e. uplift ideologies, nationalism, feminism, Pan-Africanism, religion/spirituality, etc.), and hallmark moments/movements (i.e. Harlem Renaissance, Civil Rights movement, etc.). By the end of the semester, students will be expected to possess a working knowledge of major themes/figures/traditions, alongside a range of cultural/political practices and institutional arrangements, in African-American Studies.
",Nyle Fort,10:10am,11:25am,14133,Morningside,C1001-20233-001,INTRO TO AFRICAN-AMER STU,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/C1001-20233-001/,To be announced,In-Person,,4,AFAS UN1010,TR,20233AFAS1001C001,LECTURE
AFAS UN1002,Major Debates in African-American Studie,"Prerequisites: Students must register for discussion section, AFAS UN1003. This course will focus on the major debates in African-American Studies from the role of education to the political uses of art. The class will follow these debates historically with attention to the ways in which earlier discussions on migration and emigration, for example, were engaged with the specific historical conjuncture in which they took place as well as in the myriad ways in which earlier debates continue to resonate today. There will be a mix of primary documents and secondary sources and commentary.
",Jafari S Allen,2:10pm,4:00pm,14141,Morningside,W1002-20233-001,MAJ DEBATES AF-AM STUDIES,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/W1002-20233-001/,To be announced,In-Person,,4,AFAS UN1003,W,20233AFAS1002W001,LECTURE
AFAS UN3030,AFRICAN-AMERICAN MUSIC,"This course focuses on a central question: how do we define “African-American music”? In attempting to answer this question, we will be thinking through concepts such as authenticity, representation, recognition, cultural ownership, appropriation, and origin(s). These concepts have structured the ways in which critics, musicians and audiences have addressed the various social, political and aesthetic contexts in which African-American music has been composed (produced), performed (re-produced) and heard (consumed).
",Kevin Fellezs,10:10am,11:25am,12202,Morningside,W3030-20233-001,,African American and African Diaspora,AFAS,,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/W3030-20233-001/,To be announced,In-Person,,3,,TR,20233AFAS3030W001,LECTURE
AFAS UN3901,INDEPENDENT STDY-UNDERGRADUATE,,Kellie Jones,,,12205,Morningside,C3901-20233-001,INDEPENDENT STUDY-UNDERGRAD,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Kellie_Jones,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/C3901-20233-001/,,In-Person,,1-4,,,20233AFAS3901C001,INDEPENDENT
AFAS UN3901,INDEPENDENT STDY-UNDERGRADUATE,,Farah Griffin,,,12206,Morningside,C3901-20233-002,INDEPENDENT STUDY-UNDERGRAD,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Farah_Griffin,http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/C3901-20233-002/,,In-Person,,1-4,,,20233AFAS3901C002,INDEPENDENT
