course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
AFRS BC3110,THE AFRICANA COLLOQUIUM,"This course examines shakespeare’s role in shaping western ideas about blackness, in processes of racial formation, and in black freedom struggle. as one of the most enduring  representations of a black man in western art shakespeare’s 
othello
 will be a focal point. however, this course will examine other “race” plays as well as works perceived as “race-neutral” in tandem with black “respeakings” of shakespeare’s works. this class is antiracist in intent and is shaped by several interlocking questions: what is black shakespeare? can creators and scholars separate shakespeare from the apparatus of white supremacy that has been built around his works? what are the challenges for bipoc actors performing shakespeare on the dominant stage? can performing shakespeare be an activist endeavor?    possible readings:  keith hamilton cobb, 
american moor
; abdias donascimento, 
sortilégio-mistério negro;
  djanet sears, 
harlem duet
; william shakespeare, 
hamlet, othello
, 
richard ii
, the sonnets; caroline randall williams, 
lucy negro, redux

",Celia E Naylor,2:10pm,4:00pm,00465,Barnard College,X3110-20221-001,CARIBBEAN WOMEN HERSTORIES,Africana Studies (AFSB),AFRS,http://culpa.info/professors/10129,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AFRS/X3110-20221-001/,To be announced,,,4,,W,20221AFRS3110X001,COLLOQUIA
AFRS BC3552,BLACK WOMEN STYLE&PERFRMNCE,,Shirley Taylor,12:10pm,2:00pm,00469,Barnard College,X3552-20221-001,BLACK WOMEN STYLE & PERFRMNCE,Africana Studies (AFSB),AFRS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AFRS/X3552-20221-001/,To be announced,,,4,,F,20221AFRS3552X001,SEMINAR
AHIS BC1002,INTRODUCTION TO ART HISTORY II,"The second part of the Introduction to Art History goes from about 1400 to 2015, circles the world, and includes all media. It is organized around one theme for each lecture, and approximately 100 works of art. Visits to New York museums and discussions sections are crucial parts of the course.
",Anne Higonnet,2:40pm,3:55pm,00180,Barnard College,X1002-20221-001,INTRODUCTION TO ART HISTO,Art History @Barnard,AHIS,http://culpa.info/professors/1530,,31.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X1002-20221-001/,To be announced,,,4,,MW,20221AHIS1002X001,LECTURE
AHIS BC2001,DRAWING STUDIO,"This course will explore drawing as an open-ended way of working and thinking that serves as a foundation for all other forms of visual art. The class is primarily a workshop, augmented by slides lectures and videos, homework assignments and field trips. Throughout the semester, students will discuss their work individually with the instructor and as a group. Starting with figure drawing and moving on to process work and mapping and diagrams, we will investigate drawing as a practice involving diverse forms of visual culture.
",Irena Haiduk,2:10pm,6:00pm,00181,Barnard College,X2001-20221-001,,Art History @Barnard,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X2001-20221-001/,To be announced,,,3,,T,20221AHIS2001X001,STUDIO
AHIS BC3003,SUPERVISED PROJ PHOTOGRAPHY,"Prerequisites: Enrollment limited to 15 students. Designed for students to conduct independent projects in photography. Priority for enrollment to the class will be Barnard College students who are enrolling in classes at ICP (International Center of Photography). The cost of ICP will be covered by Barnard College. All of the other students enrolling in the course (CC, GS SOA) will be responsible for their own ICP course expenses.
",John Miller,11:00am,12:50pm,00182,Barnard College,X3003-20221-001,SUPERVISED PHOTO PROJECTS,Art History @Barnard,AHIS,http://culpa.info/professors/2425,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3003-20221-001/,To be announced,,,3,,M,20221AHIS3003X001,STUDIO
AHIS BC3031,IMAGERY AND FORM IN THE ARTS,"Operation of imagery and form in dance, music, theater, visual arts and writing; students are expected to do original work in one of these arts. Concepts in contemporary art will be explored.
",Joan Snitzer,2:10pm,4:00pm,00183,Barnard College,X3031-20221-001,IMAGERY AND FORM IN THE A,Art History @Barnard,AHIS,http://culpa.info/professors/2858,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3031-20221-001/,To be announced,,,4,,M,20221AHIS3031X001,SEMINAR
AHIS BC3531,ADVANCED SENIOR STUDIO II,"Advanced Senior Studio II is a critique class that serves as a forum for senior Visual Arts majors to develop and complete one-semester studio theses.  The priorities are producing a coherent body of studio work and understanding this work in terms of critical discourse.  The class will comprise group critiques and small group meetings with the instructor. Field trips and visiting artist lectures will augment our critiques. Please visit: 
https://arthistory.barnard.edu/senior-thesis-project-art-history-and-visual-arts-majors

",John Miller,5:00pm,7:00pm,00184,Barnard College,X3531-20221-001,,Art History @Barnard,AHIS,http://culpa.info/professors/2425,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3531-20221-001/,To be announced,,,4,,M,20221AHIS3531X001,STUDIO
AHIS BC3654,INSTITUTIONAL CRITIQUE,"Examines precedents for institutional critique in the strategies of early twentieth-century historical avant-garde and the post-war neo-avant-garde. Explores ideas about the institution and violence, investigates the critique and elaboration of institutional critique from the late 1970s to the early 1990s, and considers the legacies of institutional critiques in the art of the present.
",Rosalyn Deutsche,1:10pm,2:25pm,00185,Barnard College,X3654-20221-001,INSITUTIONAL CRITIQUE,Art History @Barnard,AHIS,http://culpa.info/professors/1512,silver,11.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3654-20221-001/,To be announced,,,3,,TR,20221AHIS3654X001,LECTURE
AHIS BC3841,REFRAMING OLD MASTERS,"This course historicizes the medium of painting and the institutional frame of the art museum in order to posit new solutions for presenting Old Master painting.  At an art historical juncture in which medium-specificity and national traditions are increasingly rare and at a political juncture attuned to unequal histories of race, class and gender, how to engage with these works?  What is the potential for subverting longstanding assumptions about the role of art by reframing the Old Masters through innovative juxtaposition, installation and interpretation by contemporary artists, curators and the public?  This course, led by a curator in European Paintings at The Metropolitan Museum of Art, takes place primarily at the museum.  Assignments take the form of acquisition and exhibition proposals.
",David E Pullins,12:10pm,2:00pm,00186,Barnard College,X3841-20221-001,,Art History @Barnard,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3841-20221-001/,To be announced,,,4,,T,20221AHIS3841X001,SEMINAR
AHIS BC3844,Revolution and Art,"In 1789, a French revolution shook the government foundation of Europe, and with it, all the arts. The principles of monarchy were rejected, women gained unprecedented freedoms, and French slavery was abolished.  How did the arts express those upheavals?  By 1805, areaction against the Revolution. An emperor crowned himself, women’s rights were revoked slavery was reinstated.  How did the arts deal with this backlash?
",Anne Higonnet,10:10am,12:00pm,00187,Barnard College,X3844-20221-001,REVOLUTION AND ART,Art History @Barnard,AHIS,http://culpa.info/professors/1530,,31.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3844-20221-001/,To be announced,,,4,,T,20221AHIS3844X001,SEMINAR
AHIS BC3846,Designing Design II,"The way an environment is made remains deeply embedded within it. Our environments shape us like our families, they nourish and educate us, they prejudice us. What if they were not a given? If our relationship to them was something we choose and shape, less of a blood relation, more of a lifelong friendship? A friend is an equal with their own agency and act as, a partner in play and life. Friendship is a place where we interact, welcome each-other and make the world together.  The common task of this class is to devise a studio for making living environments to study how we could make, exhibit and live with art. Through a variety of individual and group readings and assignments, in-class case-studies and interviews we will test our preconceptions of space and time so that we may experience and inspire the state of being present. We will study and practice presence to form intimate bonds with interior, exterior, bodily and narrative environments already in existence and of our own making.
",Irena Haiduk,10:10am,12:00pm,00273,Barnard College,X3846-20221-001,DESIGNING DESIGN II,Art History @Barnard,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3846-20221-001/,To be announced,,,4,,W,20221AHIS3846X001,SEMINAR
AHIS BC3853,Exhibiting Modern Inuit Sculpture,"In this seminar, students will create a digital exhibition of ten stone sculptures produced by Inuit artists working within an important artistic tradition interconnected with Indigenous-Settler interaction during the second half of the twentieth century.  Initially cultivated to bring Inuit people into the cash economy as part of a broader colonial process of disrupting seasonal migrations and subsistence lifeways, modern Inuit sculpture has developed in ways that increasingly center community leadership and assertions of artistic and cultural sovereignty in the face of environmental, economic, political and aesthetic change.  The assignments for this class foreground writings, films, and artworks by Inuit scholars, artists, and community leaders. In preparation of the exhibition, we will and also work closely with the Brooklyn Museum staff to gain an understanding of their collection of Inuit sculpture and the staff roles in caring for it.  
",Elizabeth Hutchinson,10:10am,12:00pm,00188,Barnard College,X3853-20221-001,EXHIBITING MODERN INUIT S,Art History @Barnard,AHIS,http://culpa.info/professors/1094,,9.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3853-20221-001/,To be announced,,,4,,W,20221AHIS3853X001,SEMINAR
AHIS BC3928,Dutch Seventeenth Century Art,"This course is devoted to a close examination of Dutch art of the seventeenth century, one of the most celebrated chapters in the history of art. Students will be exposed to seminal art historical texts on the period, at the same time as they receive exposure to connoisseurship, conservation, and technical art history.
",Adam S Eaker,10:10am,12:00pm,00189,Barnard College,X3928-20221-001,Dutch Seventeenth Century,Art History @Barnard,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3928-20221-001/,To be announced,,,4,,M,20221AHIS3928X001,SEMINAR
AHIS BC3962,SENIOR RESEARCH SEMINAR-ISR,,Rosalyn Deutsche,6:10pm,8:00pm,00190,Barnard College,X3962-20221-001,SENIOR RESEARCH SEMINAR-REC,Art History @Barnard,AHIS,http://culpa.info/professors/1512,silver,11.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3962-20221-001/,To be announced,,,0,,T,20221AHIS3962X001,INDEPENDENT
AHIS BC3984,CURATORIAL POSTNS 1969-PRES,"Contemporary exhibitions studied through a selection of great shows from roughly 1969 to the present that defined a generation. This course will not offer practical training in curating; rather it will concentrate on the historical context of exhibitions, the theoretical basis for their argument, the criteria for the choice in artists and their work, and exhibitions internal/external reception.
",Valerie Smith,10:10am,12:00pm,00191,Barnard College,X3984-20221-001,,Art History @Barnard,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3984-20221-001/,To be announced,,,4,,R,20221AHIS3984X001,SEMINAR
AHMM UN3320,MUSIC IN EAST ASIA,"A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.
",Noah D Rosen,6:10pm,7:25pm,10775,Morningside,V3320-20221-001,,Music,AHMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHMM/V3320-20221-001/,620 Dodge Hall,In-Person,,3,,MW,20221AHMM3320V001,LECTURE
AHMM UN3320,MUSIC IN EAST ASIA,"A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.
",Jessie L Rubin,6:10pm,7:25pm,10776,Morningside,V3320-20221-002,,Music,AHMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHMM/V3320-20221-002/,622 Dodge Hall,In-Person,,3,,MW,20221AHMM3320V002,LECTURE
AHMM UN3320,MUSIC IN EAST ASIA,"A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.
",Paola C Messina,10:10am,11:25am,10777,Morningside,V3320-20221-003,,Music,AHMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHMM/V3320-20221-003/,622 Dodge Hall,In-Person,,3,,TR,20221AHMM3320V003,LECTURE
AHMM UN3320,MUSIC IN EAST ASIA,"A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.
",,6:10pm,7:25pm,10778,Morningside,V3320-20221-004,,Music,AHMM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHMM/V3320-20221-004/,814 Dodge Hall,In-Person,,3,,MW,20221AHMM3320V004,LECTURE
AHUM UN1400,COLLOQUIUM ON MAJOR TEXTS,"This course explores the core classical literature in Chinese, Japanese and Korean Humanities. The main objective of the course is to discover the meanings that these literature offer, not just for the original audience or for the respective cultures, but for us. As such, it is not a survey or a lecture-based course. Rather than being taught what meanings are to be derived from the texts, we explore meanings together, informed by in-depth reading and thorough ongoing discussion.
",,10:10am,12:00pm,11331,Morningside,V1400-20221-001,,East Asian Languages and Cultures	,AHUM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHUM/V1400-20221-001/,To be announced,In-Person,,4,,T,20221AHUM1400V001,COLLOQUIA
AHUM UN1400,COLLOQUIUM ON MAJOR TEXTS,"This course explores the core classical literature in Chinese, Japanese and Korean Humanities. The main objective of the course is to discover the meanings that these literature offer, not just for the original audience or for the respective cultures, but for us. As such, it is not a survey or a lecture-based course. Rather than being taught what meanings are to be derived from the texts, we explore meanings together, informed by in-depth reading and thorough ongoing discussion.
",Yiwen Shen,2:10pm,4:00pm,11332,Morningside,V1400-20221-002,,East Asian Languages and Cultures	,AHUM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHUM/V1400-20221-002/,To be announced,In-Person,,4,,W,20221AHUM1400V002,COLLOQUIA
AHUM UN1400,COLLOQUIUM ON MAJOR TEXTS,"This course explores the core classical literature in Chinese, Japanese and Korean Humanities. The main objective of the course is to discover the meanings that these literature offer, not just for the original audience or for the respective cultures, but for us. As such, it is not a survey or a lecture-based course. Rather than being taught what meanings are to be derived from the texts, we explore meanings together, informed by in-depth reading and thorough ongoing discussion.
",Seong-Uk Kim,2:10pm,4:00pm,11333,Morningside,V1400-20221-003,,East Asian Languages and Cultures	,AHUM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHUM/V1400-20221-003/,To be announced,In-Person,,4,,M,20221AHUM1400V003,COLLOQUIA
AMST BC1001,WHAT IS AMERICAN STUDIES?,"Prerequisites: None Corequisites: None What is America? Who is American? How do we live in America? This new lecture course will introduce you to the dynamic, inter-disciplinary field of American Studies.
",Manu Karuka,2:40pm,3:55pm,00470,Barnard College,X1001-20221-001,,American Studies @Barnard,AMST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/X1001-20221-001/,To be announced,,,4,,TR,20221AMST1001X001,LECTURE
AMST BC3704,SENIOR RESEARCH ESSAY SEMINAR,,Jennie Kassanoff,4:00pm,6:00pm,00471,Barnard College,X3704-20221-001,,American Studies @Barnard,AMST,http://culpa.info/professors/717,silver,20.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/X3704-20221-001/,To be announced,,,4,,R,20221AMST3704X001,SEMINAR
AMST UN1010,INTRO TO AMERICAN STUDIES,"This course is an interdisciplinary exploration of the values and cultural expressions of the people of the United States since the late nineteenth century. We will examine a variety of works in literature, history, cultural and social criticism, music, the visual arts and the built environment with an eye to understanding how Americans of different backgrounds, living at different times and in different locations, have understood and argued about the meaning and significance of American national identity. Our goal is to make connections between different genres of expression and consider how different cultural forms have served as opportunities to ponder the meaning of modern life in the United States. Lectures and readings will give particular attention to the sites—real and imagined--where Americans have identified the promise and perils of American life. Discussion section required: AMST UN1011
",,10:00am,11:25am,11492,Morningside,W1010-20221-001,,American Studies,AMST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/W1010-20221-001/,To be announced,In-Person,,4,AMST UN1011,MW,20221AMST1010W001,LECTURE
AMST UN3931,TOPICS IN AMERICAN STUDIES,"Please refer to the Center for American Studies for section descriptions
",Lynne C Breslin,12:10pm,2:00pm,11205,Morningside,W3931-20221-002,TALE OF 2 CITIES NY SAN FRAN,American Studies,AMST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/W3931-20221-002/,To be announced,In-Person,,4,,W,20221AMST3931W002,SEMINAR
AMST UN3931,TOPICS IN AMERICAN STUDIES,"Please refer to the Center for American Studies for section descriptions
",,2:10pm,4:00pm,11222,Morningside,W3931-20221-001,EQUITY IN HIGHER EDUCATION,American Studies,AMST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/W3931-20221-001/,To be announced,In-Person,,4,,M,20221AMST3931W001,SEMINAR
AMST UN3931,TOPICS IN AMERICAN STUDIES,"Please refer to the Center for American Studies for section descriptions
",Cathleen I Price,,,13849,Morningside,W3931-20221-003,RACE; POVERTY & AMER CRIM JUST,American Studies,AMST,http://culpa.info/professors/9344,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/W3931-20221-003/,,In-Person,,4,,,20221AMST3931W003,SEMINAR
AMST UN3931,TOPICS IN AMERICAN STUDIES,"Please refer to the Center for American Studies for section descriptions
",,,,13853,Morningside,W3931-20221-004,LIFE AT THE END OF LIFE,American Studies,AMST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/W3931-20221-004/,,In-Person,,4,,,20221AMST3931W004,SEMINAR
AMST UN3931,TOPICS IN AMERICAN STUDIES,"Please refer to the Center for American Studies for section descriptions
",Michael Hindus,,,13878,Morningside,W3931-20221-006,AMERICAN LEGAL HISTORY,American Studies,AMST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/W3931-20221-006/,,In-Person,,4,,,20221AMST3931W006,SEMINAR
AMST UN3936,Innovation: Making the American Self,"This seminar will examine the impulse towards innovation in American culture, with a special focus on the ways in which technological innovation motivates, shapes, mirrors, and overlaps with political- and self-innovation.  The course will pursue this theme along three broad lines: religion, politics, and science and technology. Where do new ideas come from, what motivates them and gives them traction, and how should we evaluate their impact? Most importantly, how does an attitude of innovation shape the sense of self in America? We will be especially interested in the relationship between the spirit of innovation and currents such as transcendentalism, pragmatism, existentialism, and exceptionalism in American life. Students will develop their own critique of the narratives and ideologies underlying the impulse towards innovation, and apply their thinking to questions of how they may engage creatively in civic life.    
",,,,14002,Morningside,C3936-20221-001,Innovation: Making Amer S,American Studies,AMST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AMST/C3936-20221-001/,,In-Person,,4,,,20221AMST3936C001,SEMINAR
ANAT BC2574,LABORATORY IN HUMAN ANATOMY,"Corequisites: DNCE BC2573 This new interdisciplinary laboratory course will introduce students to the practices of creative and scientific research in anatomy. The laboratory course will offer students “hands-on” opportunities to view cadaveric specimens, to collect, analyze and communicate scientific information/data related to anatomy and to explore the use of anatomical information to generate creative movement and choreography.
",Chisa Hidaka,1:00pm,5:00pm,00076,Barnard College,X2574-20221-001,LABORATORY IN HUMAN ANATO,Biological Sciences @Barnard,ANAT,http://culpa.info/professors/4263,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/ANAT/X2574-20221-001/,To be announced,,"Barnard College
Columbia College
Engineering:Undergraduate
General Studies
Global Programs
Professional Studies",3,DNCE BC2573,M,20221ANAT2574X001,LABORATORY
ANCS UN3997,DIRCTD READING-ANCIENT STUDIES,"Prerequisites: the director of undergraduate studies permission. Program of readings in some aspect of ancient studies, supervised by an appropriate faculty member chosen from the departments offering courses in the program in Ancient Studies. Evaluation by a series of essays, one long paper, or oral or written examination(s).
",Marcus Folch,,,12733,Morningside,V3997-20221-001,DIRCTD READING-ANCIENT ST,Classics,ANCS,http://culpa.info/professors/9502,silver,6.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/ANCS/V3997-20221-001/,,In-Person,"Barnard College
Columbia College
Engineering:Undergraduate
General Studies
Global Programs
Professional Studies",3,,,20221ANCS3997V001,INDEPENDENT
ANCS UN3997,DIRCTD READING-ANCIENT STUDIES,"Prerequisites: the director of undergraduate studies permission. Program of readings in some aspect of ancient studies, supervised by an appropriate faculty member chosen from the departments offering courses in the program in Ancient Studies. Evaluation by a series of essays, one long paper, or oral or written examination(s).
",Darcy Krasne,,,12734,Morningside,V3997-20221-002,DIRCTD READING-ANCIENT ST,Classics,ANCS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ANCS/V3997-20221-002/,,In-Person,"Barnard College
Columbia College
Engineering:Undergraduate
General Studies
Global Programs
Professional Studies",3,,,20221ANCS3997V002,INDEPENDENT
ANCS UN3997,DIRCTD READING-ANCIENT STUDIES,"Prerequisites: the director of undergraduate studies permission. Program of readings in some aspect of ancient studies, supervised by an appropriate faculty member chosen from the departments offering courses in the program in Ancient Studies. Evaluation by a series of essays, one long paper, or oral or written examination(s).
",Carmela V Franklin,,,12735,Morningside,V3997-20221-003,DIRCTD READING-ANCIENT ST,Classics,ANCS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ANCS/V3997-20221-003/,,In-Person,"Barnard College
Columbia College
Engineering:Undergraduate
General Studies
Global Programs
Professional Studies",3,,,20221ANCS3997V003,INDEPENDENT
